Ad asset report
"December 8, 2025 - January 6, 2026"
Conversion action,Asset status,Asset,Asset type,Level,Status,Status reason,Added by,Last updated,Currency code,TrueView avg. CPV,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Clicks,CTR,Avg. CPC,Conversions,Cost / conv.,Conv. rate,Conv. value,Conv. value / cost,Conv. value / click,Value / conv.,All conv.,Cost / all conv.,All conv. rate,All conv. value,All conv. value / cost,All conv. value / click,Value / all conv.,All conv. (by conv. time),All conv. value (by conv. time),Value / all conv. (by conv. time),Campaign ID,Ad group ID,Item ID,Policy details,Ad group,Campaign,Phone calls,Phone impr.,PTR
Stream - Request an Estimate - Google Ads,Enabled,Impact Windows and Doors,Lead form,Campaign,Eligible,,Advertiser, --,USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688743371,0,12789755218,, --,County: Collier - Door,0,0,0
MCFX - Sale,Enabled,Impact Windows and Doors,Lead form,Campaign,Eligible,,Advertiser, --,USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,12789755218,, --,Branded - Search,0,0,0
Lead form - Submit,Enabled,Impact Windows and Doors,Lead form,Campaign,Eligible,,Advertiser, --,USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,12789755218,, --,Branded - Search,0,0,0
Calls From Ads,Enabled,Impact Windows and Doors,Lead form,Campaign,Eligible,,Advertiser, --,USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071158,0,12789755218,, --,County: Palm Beach & Hendry - Door,0,0,0
Wright's - GA4 (web) request_an_estimate,Enabled,Impact Windows and Doors,Lead form,Campaign,Eligible,,Advertiser,"Nov 8, 2021, 11:29 AM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15210428527,0,12789755218,, --,County: Brevard - Window,0,0,0
Local actions - Website visits,Enabled,https://tpc.googlesyndication.com/simgad/5416528579222142424,Image,Campaign,Eligible,,Advertiser,"Oct 9, 2024, 7:42 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21799326472,0,134635751801,, --,2TON - Broward - Search - Windows,0,0,0
Wright's - GA4 (web) contactpage_form,Enabled,https://tpc.googlesyndication.com/simgad/14135545808720998971,Image,Campaign,Eligible,,Advertiser,"Oct 9, 2024, 7:42 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21799326472,0,134635751786,, --,2TON - Broward - Search - Windows,0,0,0
Clicks to call,Enabled,Impact Windows and Doors,Lead form,Campaign,Eligible,,Advertiser, --,USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091730,0,12789755218,, --,County: Collier - Window,0,0,0
Local actions - Directions,Enabled,Impact Windows and Doors,Lead form,Campaign,Eligible,,Advertiser, --,USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419496987,0,12789755218,, --,County: Martin/Lucie - Door,0,0,0
Calls From Ads,Enabled,Impact Windows and Doors,Lead form,Campaign,Eligible,,Advertiser, --,USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,7941508238,0,12789755218,, --,County: Florida Keys - Window,0,0,0
Wright's - GA4 (web) livechat_submit,Enabled,(941) 260-2800,Call,Campaign,Eligible,,Advertiser,"Oct 31, 2024, 4:30 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21803482035,0,180717094824,, --,2TON - West Coast - Search - Doors,0,0,0
Wright's - GA4 (web) livechat_submit,Enabled,https://tpc.googlesyndication.com/simgad/14135545808720998971,Image,Campaign,Eligible,,Advertiser,"Jan 23, 2025, 4:52 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,134635751786,, --,2TON - Palm Beach - Search - Window,0,0,0
Wright's - GA4 (web) sc_click_to_call,Enabled,Wright's,Business name,Campaign,Not eligible,Disapproved,Advertiser,"Oct 9, 2025, 3:10 PM",USD,0,0,0,0, --,0,0,0, --,0,1.00,0, --,400.00,0,0,400.00,1.00,0, --,400.00,0,0,400.00,1.00,400.00,400.00,23102163743,0,267954014492,, --,campaign 2,0,0,0
MCFX - Sale,Paused,Increase Your Home Value,Callout,Account,Paused,Paused,Advertiser,"Feb 9, 2024, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556951,, --, --,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Arch Windows
https://wrightsimpactwindowanddoor.com/impact-windows/arch-windows/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682689850,0,83204315273,, --,County: Lee - Window,0,0,0
CHEQ for PPC - Invalid Users,Enabled,https://tpc.googlesyndication.com/simgad/15042473910962333463,Image,Campaign,Eligible,,Advertiser,"Oct 9, 2024, 7:42 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21799326472,0,176495194937,, --,2TON - Broward - Search - Windows,0,0,0
Lead form - Submit,Paused,"Hurricane Impact Doors
Protect Your Home & Family with
Hurricane-Rated Impact Doors.
https://wrightsimpactwindowanddoor.com/impact-doors/?_location=md",Sitelink,Campaign,Paused,Paused; Disapproved,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071155,0,23811751507,"Destination not working (Disapproved, 404, desktop)", --,County: Miami-Dade - Window,0,0,0
Wright's - GA4 (web) estimate_form,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21788913744,0,23811751534,, --,2TON - Palm Beach - Search - Door,0,0,0
Calls From Ads,Enabled,https://tpc.googlesyndication.com/simgad/15042473910962333463,Image,Campaign,Eligible,,Advertiser,"Oct 9, 2024, 7:00 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21788913744,0,176495194937,, --,2TON - Palm Beach - Search - Door,0,0,0
Unbounce Form - Google Ads,Paused,"Sliding Glass Doors
https://wrightsimpactwindowanddoor.com/impact-doors/sliding-glass-doors/?_location=mc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091553,0,83183708314,, --,County: Lee - Door,0,0,0
Stream - Request an Estimate - Google Ads,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22218202053,0,23811751534,, --,2TON - West Coast - Search - Window,0,0,0
Wright's - GA4 (web) contactpage_form,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22218202053,0,23811751534,, --,2TON - West Coast - Search - Window,0,0,0
Calls From Ads,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22218202053,0,23811751534,, --,2TON - West Coast - Search - Window,0,0,0
Wright's - GA4 (web) request_an_estimate,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21277569010,0,23811751534,, --,2TON - Palm Beach - Performance Max,0,0,0
Wright's - GA4 (web) livechat_submit,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21277569010,0,23811751534,, --,2TON - Palm Beach - Performance Max,0,0,0
Wright's - GA4 (web) unbounce_landing_page_submission,Paused,"Sliding Glass Doors
https://wrightsimpactwindowanddoor.com/impact-doors/sliding-glass-doors/?_location=mc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,83183708314,, --,County: Brevard - Door,0,0,0
Store visits,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21183944156,0,23811751534,, --,2TON - Broward - Performance Max,0,0,0
Wright's - GA4 (web) contactpage_form,Paused,"Impact Doors
Secure, Stylish Impact Doors
Custom Options Available
https://wrightsimpactwindowanddoor.com/doors/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22667208646,0,245452818169,, --,2TON - Video Conversion,0,0,0
Request An Estimate (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,Increase Your Home Value,Callout,Account,Paused,Paused,Advertiser,"Feb 9, 2024, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556951,, --, --,0,0,0
Unbounce Landing Page Submission (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,Increase Your Home Value,Callout,Account,Paused,Paused,Advertiser,"Feb 9, 2024, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,0,0,23852556951,, --, --,0,0,0
ctm_call_adextension,Paused,"Customer Reviews
See Why Homeowners Trust Us.
Learn About Our Impact Windows.
https://wrightsimpactwindowanddoor.com/testimonials/",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21788913744,0,23811751534,, --,2TON - Palm Beach - Search - Door,0,0,0
Calls From Ads,Paused,"Financing Options
Don't Let Cost Prevent You From
Protecting Your Home.
https://wrightsimpactwindowanddoor.com/financing/?_location=pb",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1707794837,0,23811751303,, --,Branded - Search,0,0,0
Local actions - Other engagements,Enabled,Impact Windows and Doors,Lead form,Campaign,Eligible,,Advertiser, --,USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682689850,0,12789755218,, --,County: Lee - Window,0,0,0
Calls From Ads,Enabled,Impact Windows and Doors,Lead form,Campaign,Eligible,,Advertiser, --,USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682689850,0,12789755218,, --,County: Lee - Window,0,0,0
Local actions - Website visits,Paused,"Customer Reviews
Read Testimonials From Customers of
Wright's Impact Window & Door.
https://wrightsimpactwindowanddoor.com/testimonials/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1682689850,0,23811751177,, --,County: Lee - Window,0,0,0
ctm_call_adextension,Enabled,https://tpc.googlesyndication.com/simgad/5416528579222142424,Image,Campaign,Eligible,,Advertiser,"Oct 9, 2024, 7:00 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21788913744,0,134635751801,, --,2TON - Palm Beach - Search - Door,0,0,0
Local actions - Other engagements,Enabled,https://tpc.googlesyndication.com/simgad/14135545808720998971,Image,Campaign,Eligible,,Advertiser,"Oct 9, 2024, 7:00 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,21788913744,0,134635751786,, --,2TON - Palm Beach - Search - Door,0,0,0
Wright's - GA4 (web) unbounce_landing_page_submission,Paused,"Financing Options
Don't Let Cost Prevent You From
Protecting Your Home.
https://wrightsimpactwindowanddoor.com/financing/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688092057,0,23811751486,, --,County: Sarasota - Door,0,0,0
Wright's - GA4 (web) livechat_submit,Enabled,(941) 260-2800,Call,Campaign,Eligible,,Advertiser,"Feb 11, 2025, 2:58 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22218202053,0,180717094824,, --,2TON - West Coast - Search - Window,0,0,0
Calls From Ads,Enabled,https://tpc.googlesyndication.com/simgad/9590382717929184512,Image,Campaign,Eligible,,Advertiser,"Feb 11, 2025, 2:58 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22218202053,0,131105397398,, --,2TON - West Coast - Search - Window,0,0,0
Stream - Request an Estimate - Google Ads,Paused,"About Wright's
Learn About South Florida's Premier
Hurricane Window & Door Company.
https://wrightsimpactwindowanddoor.com/about-us/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688743371,0,23811751180,, --,County: Collier - Door,0,0,0
Calls From Ads,Paused,"About Wright's
Learn About South Florida's Premier
Hurricane Window & Door Company.
https://wrightsimpactwindowanddoor.com/about-us/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688743371,0,23811751180,, --,County: Collier - Door,0,0,0
Request An Estimate (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"About Wright's
Learn About South Florida's Premier
Hurricane Window & Door Company.
https://wrightsimpactwindowanddoor.com/about-us/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688743371,0,23811751180,, --,County: Collier - Door,0,0,0
Wright's - GA4 (web) request_estimate,Enabled,Impact Windows and Doors,Lead form,Campaign,Eligible,,Advertiser,"Nov 8, 2021, 11:29 AM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,12789755218,, --,County: Brevard - Door,0,0,0
Unbounce Click to Call (http://wrightsimpactwindowanddoor.com (WPFX)),Enabled,Impact Windows and Doors,Lead form,Campaign,Eligible,,Advertiser, --,USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1404551172,0,12789755218,, --,County: Broward - Door,0,0,0
Unbounce Landing Page Submission (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"Impact Bifold Doors
https://wrightsimpactwindowanddoor.com/impact-doors/bifold-doors/?_location=pc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071158,0,83201169515,, --,County: Palm Beach & Hendry - Door,0,0,0
Unbounce Form - Google Ads,Enabled,Impact Windows and Doors,Lead form,Campaign,Eligible,,Advertiser,"Nov 8, 2021, 11:29 AM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15210428527,0,12789755218,, --,County: Brevard - Window,0,0,0
Wright's - GA4 (web) request_estimate,Enabled,Impact Windows and Doors,Lead form,Campaign,Eligible,,Advertiser,"Nov 8, 2021, 11:29 AM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15210428527,0,12789755218,, --,County: Brevard - Window,0,0,0
Local actions - Website visits,Enabled,https://tpc.googlesyndication.com/simgad/9590382717929184512,Image,Campaign,Eligible,,Advertiser,"Jan 23, 2025, 4:52 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,131105397398,, --,2TON - Palm Beach - Search - Window,0,0,0
Wright's - GA4 (web) estimate_form,Enabled,https://tpc.googlesyndication.com/simgad/9590382717929184512,Image,Campaign,Eligible,,Advertiser,"Jan 23, 2025, 4:52 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,22158869891,0,131105397398,, --,2TON - Palm Beach - Search - Window,0,0,0
Wright's - GA4 (web) unbounce_landing_page_submission,Paused,"Impact Patio Doors
https://wrightsimpactwindowanddoor.com/impact-doors/patio-doors/?_location=md",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1468929344,0,83186720779,, --,County: Miami-Dade - Door,0,0,0
Lead form - Submit,Paused,"Impact Windows
Protect Your Home With Hurricane
Impact Windows from Wright's.
https://wrightsimpactwindowanddoor.com/impact-windows/?_location=brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,23811751171,, --,County: Brevard - Door,0,0,0
Wright's - GA4 (web) unbounce_submission,Enabled,https://tpc.googlesyndication.com/simgad/8729347542571241048,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1419496987,0,53334751743,, --,County: Martin/Lucie - Door,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,"Impact Front Doors
https://wrightsimpactwindowanddoor.com/impact-doors/front-doors/?_location=fk",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,7936535034,0,83186056990,, --,County: Florida Keys - Door,0,0,0
Wright's - GA4 (web) unbounce_submission,Paused,"Impact Front Doors
https://wrightsimpactwindowanddoor.com/impact-doors/front-doors/?_location=sc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688092057,0,83187434107,, --,County: Sarasota - Door,0,0,0
Calls From Ads,Paused,"Impact Windows
Protect Your Home With Hurricane
Impact Windows from Wright's.
https://wrightsimpactwindowanddoor.com/impact-windows/?_location=brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,23811751171,, --,County: Brevard - Door,0,0,0
Request An Estimate (http://wrightsimpactwindowanddoor.com (WPFX)),Paused,"Request An Estimate
Schedule Your Free Estimate From
Wright's Impact Window & Door Today
https://wrightsimpactwindowanddoor.com/request-estimate/?_location=lc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091553,0,23811751615,, --,County: Lee - Door,0,0,0
Unbounce Form - Google Ads,Enabled,https://tpc.googlesyndication.com/simgad/8729347542571241048,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1586071158,0,53334751743,, --,County: Palm Beach & Hendry - Door,0,0,0
Unbounce Form - Google Ads,Enabled,https://tpc.googlesyndication.com/simgad/8729347542571241048,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1468929344,0,53334751743,, --,County: Miami-Dade - Door,0,0,0
Wright's - GA4 (web) ctm_phone_call,Enabled,https://tpc.googlesyndication.com/simgad/8729347542571241048,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1468929344,0,53334751743,, --,County: Miami-Dade - Door,0,0,0
Wright's - GA4 (web) unbounce_landing_page_submission,Enabled,https://tpc.googlesyndication.com/simgad/8729347542571241048,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,53334751743,, --,County: Brevard - Door,0,0,0
Stream - Request an Estimate - Google Ads,Paused,"Financing Options
Don't Let Cost Prevent You From
Protecting Your Home.
https://wrightsimpactwindowanddoor.com/financing/?_location=cc",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1688091730,0,23811751372,Consumer Finance (Not restricted), --,County: Collier - Window,0,0,0
Calls From Ads,Paused,"Impact Patio Doors
https://wrightsimpactwindowanddoor.com/impact-doors/patio-doors/?_location=md",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:44 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1468929344,0,83186720779,, --,County: Miami-Dade - Door,0,0,0
Stream - Request an Estimate - Google Ads,Enabled,https://tpc.googlesyndication.com/simgad/8729347542571241048,Image,Campaign,Eligible,,Advertiser,"Sep 25, 2023, 4:57 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,1468929344,0,53334751743,, --,County: Miami-Dade - Door,0,0,0
Local actions - Website visits,Paused,"Customer Reviews
Read Testimonials From Customers of
Wright's Impact Window & Door.
https://wrightsimpactwindowanddoor.com/testimonials/?_location=brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,23811751858,, --,County: Brevard - Door,0,0,0
Wright's - GA4 (web) unbounce_landing_page_submission,Paused,"Customer Reviews
Read Testimonials From Customers of
Wright's Impact Window & Door.
https://wrightsimpactwindowanddoor.com/testimonials/?_location=brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,23811751858,, --,County: Brevard - Door,0,0,0
Local actions - Website visits,Paused,"Impact Front Doors
https://wrightsimpactwindowanddoor.com/impact-doors/front-doors/?_location-brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,83183708305,, --,County: Brevard - Door,0,0,0
Wright's - GA4 (web) request_estimate,Paused,"Impact Front Doors
https://wrightsimpactwindowanddoor.com/impact-doors/front-doors/?_location-brevard",Sitelink,Campaign,Paused,Paused,Advertiser,"Sep 23, 2025, 6:45 PM",USD,0,0,0,0, --,0,0,0, --,0,0.00,0, --,0.00,0,0,0,0.00,0, --,0.00,0,0,0,0.00,0.00,0,15207425943,0,83183708305,, --,County: Brevard - Door,0,0,0
